feature,cohens_d_HminusL,abs_d
n_tokens,1.915507706081953,1.915507706081953
pos_PROPN,-1.8729498607725221,1.8729498607725221
chunk_index,1.7098349011131921,1.7098349011131921
case_entropy,-1.327554669453593,1.327554669453593
case_Dat,-1.3207613330229582,1.3207613330229582
dep_rel_nsubj,1.2332050834820607,1.2332050834820607
case_Voc,-1.1441992417463882,1.1441992417463882
pos_INTJ,-1.0529598068051982,1.0529598068051982
pos_AUX,0.892865290383129,0.892865290383129
tense_Pres,-0.860209603632209,0.860209603632209
gender_Neut,0.8589272374407675,0.8589272374407675
dep_rel_obl,-0.8474537033513024,0.8474537033513024
gender_Masc,-0.834803969235694,0.834803969235694
dep_rel_cop,0.7820946855060663,0.7820946855060663
dep_rel_cc,-0.7771750219231651,0.7771750219231651
pos_ADV,-0.7538730822377588,0.7538730822377588
pos_CCONJ,-0.7529583248566246,0.7529583248566246
tense_Past,0.7220430027055259,0.7220430027055259
dep_rel_root,-0.6630717412872726,0.6630717412872726
avg_sentence_length,0.6203783289508121,0.6203783289508121
dep_rel_ccomp,-0.6022635326597483,0.6022635326597483
case_Acc,0.5850022388213121,0.5850022388213121
n_sentences,-0.5451830334095974,0.5451830334095974
case_Gen,0.5224442916327575,0.5224442916327575
dep_rel_obj,0.5205556275686648,0.5205556275686648
pos_ADP,0.4758262780576241,0.4758262780576241
dep_rel_det,0.46263308285882276,0.46263308285882276
dep_rel_case,0.4620844489706676,0.4620844489706676
lexical_density,-0.45144610088903375,0.45144610088903375
pos_NUM,0.4508720694370117,0.4508720694370117
n_types,0.44980551776701516,0.44980551776701516
mood_entropy,0.44409195036070725,0.44409195036070725
pos_NOUN,0.4324210593074963,0.4324210593074963
dep_rel_appos,-0.42470812784868056,0.42470812784868056
dep_rel_parataxis,0.4198915027302763,0.4198915027302763
dep_rel_mark,0.4182612239993171,0.4182612239993171
dep_distance_mean,-0.39440919453315043,0.39440919453315043
mood_Ind,-0.36498944275962764,0.36498944275962764
dep_rel_xcomp,0.3608010068044736,0.3608010068044736
mood_Opt,0.34459063603320833,0.34459063603320833
noun_verb_ratio,0.33227616803277044,0.33227616803277044
dep_rel_fixed,0.315136795518695,0.315136795518695
L_TTR,-0.2992070042989052,0.2992070042989052
mood_Sub,0.2959789482892877,0.2959789482892877
text_entropy,0.2828678354315071,0.2828678354315071
pos_PRON,0.2713379984425189,0.2713379984425189
tense_Fut,0.2628586647026173,0.2628586647026173
L_Log_TTR,-0.262718679483493,0.262718679483493
dep_rel_advmod,-0.25856794548893697,0.25856794548893697
gender_Fem,0.22624262153754734,0.22624262153754734
avg_word_length,0.22002212799870485,0.22002212799870485
pos_DET,0.1998705296468879,0.1998705296468879
dep_distance_std,0.18753127041918102,0.18753127041918102
pos_SCONJ,0.18520681353015628,0.18520681353015628
dep_rel_amod,-0.15498868250727163,0.15498868250727163
dep_rel_conj,-0.15133727564534857,0.15133727564534857
dep_rel_nmod,0.14919436042022785,0.14919436042022785
hapax_legomena,0.1361053056611284,0.1361053056611284
mood_Imp,0.13287800877333292,0.13287800877333292
pos_ADJ,-0.12504056974798386,0.12504056974798386
dep_rel_aux,0.11164670167272185,0.11164670167272185
L_Root_TTR,0.07921143269133385,0.07921143269133385
pos_VERB,-0.05787636520917977,0.05787636520917977
aspect_Imp,0.05046181015084751,0.05046181015084751
aspect_Perf,-0.050461810150847504,0.050461810150847504
L_MTLD,-0.04386320174177443,0.04386320174177443
dep_rel_acl,0.021646610620394337,0.021646610620394337
case_Nom,-0.02045416466816766,0.02045416466816766
dep_rel_advcl,-0.001542114488969826,0.001542114488969826
