feature,cohens_d_HminusL,abs_d
chunk_index,1.7383795386374319,1.7383795386374319
case_Voc,-1.2783163563150683,1.2783163563150683
pos_INTJ,-1.2496181272308928,1.2496181272308928
case_entropy,-1.238081680983764,1.238081680983764
pos_PROPN,-1.1207707497909676,1.1207707497909676
dep_rel_root,-1.047569583495068,1.047569583495068
case_Dat,-1.0361752187374136,1.0361752187374136
n_sentences,-1.0110550229571693,1.0110550229571693
gender_Neut,0.9566424868151234,0.9566424868151234
gender_Masc,-0.9291127016228846,0.9291127016228846
avg_sentence_length,0.8367105671127467,0.8367105671127467
dep_rel_nsubj,0.8051723064391291,0.8051723064391291
tense_Pres,-0.7571104602501706,0.7571104602501706
dep_rel_mark,0.7408507295204471,0.7408507295204471
n_types,0.633691993971436,0.633691993971436
text_entropy,0.6306550846381606,0.6306550846381606
dep_rel_ccomp,-0.615172085116218,0.615172085116218
tense_Past,0.592222587917513,0.592222587917513
n_tokens,0.565487767530982,0.565487767530982
case_Acc,0.565147564025684,0.565147564025684
dep_rel_obj,0.5605374187728273,0.5605374187728273
L_Root_TTR,0.5482814736445011,0.5482814736445011
pos_CCONJ,-0.5441816020583305,0.5441816020583305
L_MTLD,0.5035762191601847,0.5035762191601847
pos_ADP,0.4837471991931488,0.4837471991931488
mood_entropy,0.47252115663212607,0.47252115663212607
dep_rel_cc,-0.4725105520342202,0.4725105520342202
dep_rel_acl,0.4699518694302519,0.4699518694302519
dep_rel_case,0.4698513356242837,0.4698513356242837
L_Log_TTR,0.46889836275073715,0.46889836275073715
L_TTR,0.4500309254239207,0.4500309254239207
hapax_legomena,0.44009626685821834,0.44009626685821834
dep_rel_advcl,0.4146496225158043,0.4146496225158043
mood_Ind,-0.4105592094990322,0.4105592094990322
pos_NUM,0.4050726492975464,0.4050726492975464
pos_AUX,0.4037558102610428,0.4037558102610428
pos_ADV,-0.40073332648646215,0.40073332648646215
pos_SCONJ,0.3887543478319623,0.3887543478319623
aspect_Perf,-0.3844362883067674,0.3844362883067674
aspect_Imp,0.3844362883067673,0.3844362883067673
dep_rel_xcomp,0.3791206707233029,0.3791206707233029
mood_Opt,0.35035020990468624,0.35035020990468624
dep_rel_obl,-0.34789404679059865,0.34789404679059865
tense_Fut,0.34611775093492,0.34611775093492
mood_Sub,0.3352408719685008,0.3352408719685008
dep_rel_fixed,0.3204040705506139,0.3204040705506139
dep_rel_appos,-0.30650622887799556,0.30650622887799556
pos_DET,-0.2992436716689775,0.2992436716689775
case_Gen,0.29151670053906126,0.29151670053906126
pos_NOUN,0.2909228381294888,0.2909228381294888
dep_distance_mean,-0.2723178114787207,0.2723178114787207
pos_PRON,0.2681424497022999,0.2681424497022999
dep_rel_cop,0.2599355601522989,0.2599355601522989
gender_Fem,0.23985524417576726,0.23985524417576726
dep_rel_nmod,-0.22727964787781313,0.22727964787781313
avg_word_length,0.16416963798222686,0.16416963798222686
pos_VERB,0.16223367880773412,0.16223367880773412
mood_Imp,0.15910582817191185,0.15910582817191185
dep_distance_std,-0.13697488785391546,0.13697488785391546
dep_rel_det,-0.13674836075855232,0.13674836075855232
noun_verb_ratio,0.13199777877250682,0.13199777877250682
dep_rel_parataxis,0.1307350837127043,0.1307350837127043
dep_rel_amod,-0.12295189380183516,0.12295189380183516
pos_ADJ,-0.1175716922400706,0.1175716922400706
dep_rel_aux,0.11351279250209927,0.11351279250209927
dep_rel_advmod,-0.09093957224674583,0.09093957224674583
dep_rel_conj,0.06781824593695872,0.06781824593695872
case_Nom,0.05403463395975986,0.05403463395975986
lexical_density,-0.042045836456301146,0.042045836456301146
